subclass,label,Acteur_Social_IEML,Code_IEML,Score_Similarite,Validation_Requise
Q876864,conseiller ou conseillère de rédaction,consultant,f.a.-s.a.-f.o.-',0.3,True
Q17351648,rédacteur ou rédactrice,acteur,s.a.-b.a.-f.o.-',0.63,False
Q255274,col blanc,ancêtre,t.a.-m.a.-f.o.-',0.14,True
Q1607826,éditeur ou éditrice,éditeur,t.a.-b.a.-f.o.-',0.93,False
Q1734662,cartographe,cartographe,l.a.-t.a.-f.o.-',1.0,False
Q115460164,Internet user,inventeur,d.a.-d.a.-f.o.-',0.26,True
Q24716636,bénévole,bénévole,m.a.-n.a.-f.o.-',1.0,False
Q65720209,hobbyist,activiste,b.a.-k.a.-f.o.-',0.17,True
Q3595924,qari,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q2719946,concubine,consultant,f.a.-s.a.-f.o.-',0.29,True
Q5784340,consort,consultant,f.a.-s.a.-f.o.-',0.45,False
Q32090,mode de vie,agent de,d.a.-l.a.-f.o.-',0.43,False
Q29949654,female lover,bénévole,m.a.-n.a.-f.o.-',0.16,True
Q2824523,administrateur ou administratrice de société,travailleur social,f.a.-n.a.-f.o.-',0.24,True
Q17279032,charge élective,lecteur,b.a.-s.a.-f.o.-',0.26,True
Q974144,éducateur ou éducatrice,éditeur,t.a.-b.a.-f.o.-',0.24,True
Q11513337,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q1509440,brodeur,vendeur,k.a.-d.a.-f.o.-',0.41,False
Q30185,maire,notaire,m.a.-t.a.-f.o.-',0.43,False
Q15986539,officiel du sport,officier,l.a.-k.a.-f.o.-',0.7,False
Q337979,sport de puissance,transporteur,b.a.-l.a.-f.o.-',0.32,True
Q631306,force basque,relation publique,l.a.-b.a.-f.o.-',0.19,True
Q5322166,designer,agent de,d.a.-l.a.-f.o.-',0.18,True
Q3391743,artiste visuel ou artiste visuelle,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q93184,dessin,voisin,m.a.-k.a.-f.o.-',0.37,True
Q838948,œuvre d’art,partenaire,m.a.-d.a.-f.o.-',0.18,True
Q219477,missionnaire,fonctionnaire,t.a.-k.a.-f.o.-',0.66,False
Q84505214,spécialiste de l'Asie de l'Est,journaliste,n.a.-b.a.-f.o.-',0.36,True
Q41583,entraîneur sportif,entrepreneur,l.a.-d.a.-f.o.-',0.4,False
Q116763437,person associated with football,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.25,True
Q875686,éthique de l'environnement,agent de,d.a.-l.a.-f.o.-',0.34,True
Q832237,protection de l'environnement,agent de,d.a.-l.a.-f.o.-',0.29,True
Q99766277,maire en Turquie,notaire,m.a.-t.a.-f.o.-',0.3,True
Q1251441,responsable,comptable,b.a.-t.a.-f.o.-',0.4,False
Q1097498,dirigeant,enfant,d.a.-m.a.-f.o.-',0.22,True
Q62933979,leader amérindien,musicien,f.a.-b.a.-f.o.-',0.18,True
Q386854,batteur ou batteuse,acteur,s.a.-b.a.-f.o.-',0.23,True
Q29017403,rockeur,procureur,b.a.-n.a.-f.o.-',0.29,True
Q3126128,généticien ou généticienne,politicien,s.a.-k.a.-f.o.-',0.53,False
Q169470,physicien ou physicienne,musicien,f.a.-b.a.-f.o.-',0.62,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q108290452,legal and related associate professionals,relation publique,l.a.-b.a.-f.o.-',0.28,True
Q6503343,agent de la force publique,agent de,d.a.-l.a.-f.o.-',0.63,False
Q14467526,linguiste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q41583,entraîneur sportif,entrepreneur,l.a.-d.a.-f.o.-',0.4,False
Q61278580,patineur ou patineuse à roulettes,entrepreneur,l.a.-d.a.-f.o.-',0.22,True
Q756215,prévôt,précurseur,s.a.-n.a.-f.o.-',0.34,True
Q11124885,pratiquant d'arts martiaux,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.29,True
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q3780304,conseiller général,consultant,f.a.-s.a.-f.o.-',0.31,True
Q2419397,thérapeute,auteur,b.a.-b.a.-f.o.-',0.2,True
Q6817473,professionnel ou professionnelle de la santé mentale,mentor,s.a.-d.a.-f.o.-',0.24,True
Q349,sport,transporteur,b.a.-l.a.-f.o.-',0.44,False
Q39631,médecin,médecin,n.a.-f.a.-f.o.-',1.0,False
Q3055126,entomologiste,écologiste,l.a.-f.a.-f.o.-',0.69,False
Q24702769,journaliste de radio,journaliste,n.a.-b.a.-f.o.-',0.93,False
Q1086863,chroniqueur ou chroniqueuse,joueur,m.a.-b.a.-f.o.-',0.3,True
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q12304425,bromatologue,psychologue,s.a.-f.a.-f.o.-',0.55,False
Q16533,juge,juré,k.a.-n.a.-f.o.-',0.33,True
Q12737077,activité,activiste,b.a.-k.a.-f.o.-',0.74,False
Q4164871,fonction,fonctionnaire,t.a.-k.a.-f.o.-',0.67,False
Q108290376,religious professionals,relation publique,l.a.-b.a.-f.o.-',0.23,True
Q14915627,musicologue,musicien,f.a.-b.a.-f.o.-',0.45,False
Q639669,musicien ou musicienne,musicien,f.a.-b.a.-f.o.-',0.98,False
Q3014296,pilote de moto,agent de,d.a.-l.a.-f.o.-',0.37,True
Q12414919,terroriste,secouriste,f.a.-l.a.-f.o.-',0.45,False
Q15319501,chercheur ou chercheuse en sciences sociales,travailleur social,f.a.-n.a.-f.o.-',0.4,False
Q21329070,scientifique des matériaux,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.26,True
Q3391743,artiste visuel ou artiste visuelle,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q10355417,publicitaire,publicitaire,b.a.-d.a.-f.o.-',1.0,False
Q48375857,journaliste de jeu vidéo,journaliste,n.a.-b.a.-f.o.-',0.95,False
Q2986228,commentateur sportif,spectateur,k.a.-b.a.-f.o.-',0.36,True
Q161944,diacre,diplomate,k.a.-s.a.-f.o.-',0.14,True
Q99530891,archdeacon,archiviste,t.a.-l.a.-f.o.-',0.44,False
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q35309827,Inspection générale des monuments historiques,inspecteur,d.a.-k.a.-f.o.-',0.54,False
Q11974939,professionnel ou professionnelle de la santé,procureur,b.a.-n.a.-f.o.-',0.21,True
Q2305417,inspecteur général,inspecteur,d.a.-k.a.-f.o.-',0.95,False
Q2159907,criminel ou criminelle,ouvrier,m.a.-l.a.-f.o.-',0.13,True
Q43845,personnalité du monde des affaires,fonctionnaire,t.a.-k.a.-f.o.-',0.24,True
Q83307,ministre,ancêtre,t.a.-m.a.-f.o.-',0.33,True
Q895526,organe,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q27830328,conseiller régional,consultant,f.a.-s.a.-f.o.-',0.28,True
Q36834,compositeur ou compositrice,comptable,b.a.-t.a.-f.o.-',0.45,False
Q3455803,réalisateur ou réalisatrice,journaliste,n.a.-b.a.-f.o.-',0.26,True
Q15981151,musicien ou musicienne de jazz,musicien,f.a.-b.a.-f.o.-',0.96,False
Q544972,tromboniste,activiste,b.a.-k.a.-f.o.-',0.38,True
Q1662485,professionnel de l'information,informaticien,s.a.-t.a.-f.o.-',0.51,False
Q118877673,personnel des archives,archiviste,t.a.-l.a.-f.o.-',0.62,False
Q8359428,militant social,travailleur social,f.a.-n.a.-f.o.-',0.44,False
Q42953119,gouverneur colonial,entrepreneur,l.a.-d.a.-f.o.-',0.2,True
Q56923,capitaine général,publicitaire,b.a.-d.a.-f.o.-',0.22,True
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q88821468,fado musician,musicien,f.a.-b.a.-f.o.-',0.74,False
Q16063546,historien ou historienne des sciences,musicien,f.a.-b.a.-f.o.-',0.21,True
Q1231865,pédagogue,psychologue,s.a.-f.a.-f.o.-',0.44,False
Q1622272,professeur ou professeure d'université,investisseur,t.a.-d.a.-f.o.-',0.36,True
Q16012028,juriste,secouriste,f.a.-l.a.-f.o.-',0.55,False
Q12713481,ouvrier,ouvrier,m.a.-l.a.-f.o.-',1.0,False
Q131524,entrepreneur ou entrepreneuse,entrepreneur,l.a.-d.a.-f.o.-',0.98,False
Q15982656,contracteur,acteur,s.a.-b.a.-f.o.-',0.62,False
Q811122,travailleur de la construction,travailleur social,f.a.-n.a.-f.o.-',0.63,False
Q703534,salarié,allié,l.a.-m.a.-f.o.-',0.29,True
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q15978655,consultant ou consultante,consultant,f.a.-s.a.-f.o.-',0.98,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q327055,travailleur ou travailleuse,travailleur social,f.a.-n.a.-f.o.-',0.8,False
Q82955,personnalité politique,politicien,s.a.-k.a.-f.o.-',0.51,False
Q593644,chimiste,archiviste,t.a.-l.a.-f.o.-',0.43,False
Q63473,kenin,voisin,m.a.-k.a.-f.o.-',0.22,True
Q8187769,activité économique,activiste,b.a.-k.a.-f.o.-',0.54,False
Q12136,maladie,manager,l.a.-s.a.-f.o.-',0.24,True
Q3368711,Pathologie professionnelle,écologiste,l.a.-f.a.-f.o.-',0.28,True
Q7063944,cheminot,notaire,m.a.-t.a.-f.o.-',0.26,True
Q644687,illustrateur ou illustratrice,médiateur,m.a.-s.a.-f.o.-',0.21,True
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q2548031,mobile salesperson,inspecteur,d.a.-k.a.-f.o.-',0.12,True
Q2493023,vil métier,ouvrier,m.a.-l.a.-f.o.-',0.24,True
Q108285720,Other Sales Worker,ouvrier,m.a.-l.a.-f.o.-',0.17,True
Q15296811,dessinateur ou dessinatrice,médiateur,m.a.-s.a.-f.o.-',0.2,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q20826540,érudit,éditeur,t.a.-b.a.-f.o.-',0.19,True
Q15839134,écologue,écologiste,l.a.-f.a.-f.o.-',0.53,False
Q16037036,paléobiologiste,écologiste,l.a.-f.a.-f.o.-',0.76,False
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q1191714,col bleu,comptable,b.a.-t.a.-f.o.-',0.19,True
Q2248623,étudiant,étudiant,d.a.-s.a.-f.o.-',1.0,False
Q901,scientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q109429537,nhạc sĩ,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q24229398,agent,agent de,d.a.-l.a.-f.o.-',0.89,False
Q1125062,rebelle,bénévole,m.a.-n.a.-f.o.-',0.11,True
Q2159907,criminel ou criminelle,ouvrier,m.a.-l.a.-f.o.-',0.13,True
Q2500638,créateur ou créatrice,médiateur,m.a.-s.a.-f.o.-',0.25,True
Q6116659,prêtresse,ancêtre,t.a.-m.a.-f.o.-',0.32,True
Q60332470,anthropogéographe,cartographe,l.a.-t.a.-f.o.-',0.67,False
Q901,scientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q947873,animateur ou animatrice de télévision,réformateur,n.a.-k.a.-f.o.-',0.29,True
Q1281067,inlay,inventeur,d.a.-d.a.-f.o.-',0.18,True
Q378622,pilote,philosophe,s.a.-s.a.-f.o.-',0.16,True
Q1231865,pédagogue,psychologue,s.a.-f.a.-f.o.-',0.44,False
Q974144,éducateur ou éducatrice,éditeur,t.a.-b.a.-f.o.-',0.24,True
Q1156796,officier subalterne,officier,l.a.-k.a.-f.o.-',0.97,False
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q22811707,décorateur,médiateur,m.a.-s.a.-f.o.-',0.32,True
Q2135588,Auxiliaire de justice,notaire,m.a.-t.a.-f.o.-',0.26,True
Q215536,commerçant,comptable,b.a.-t.a.-f.o.-',0.25,True
Q17135920,expert interdisciplinaire d'une région géographique,cartographe,l.a.-t.a.-f.o.-',0.31,True
Q2994387,conseiller ou conseillère,consultant,f.a.-s.a.-f.o.-',0.35,True
Q901,scientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q98544732,collectionneur scientifique,fonctionnaire,t.a.-k.a.-f.o.-',0.29,True
Q2145981,restaurateur,médiateur,m.a.-s.a.-f.o.-',0.32,True
Q2145981,restaurateur,médiateur,m.a.-s.a.-f.o.-',0.32,True
Q1198887,directeur musical ou directrice musicale,musicien,f.a.-b.a.-f.o.-',0.6,False
Q644687,illustrateur ou illustratrice,médiateur,m.a.-s.a.-f.o.-',0.21,True
Q2207288,métier manuel,manager,l.a.-s.a.-f.o.-',0.28,True
Q3249551,processus,procureur,b.a.-n.a.-f.o.-',0.48,False
Q12368980,nature photographer,cartographe,l.a.-t.a.-f.o.-',0.66,False
Q15980158,auteur ou autrice de non-fiction,auteur,b.a.-b.a.-f.o.-',0.72,False
Q5322166,designer,agent de,d.a.-l.a.-f.o.-',0.18,True
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
Q15981151,musicien ou musicienne de jazz,musicien,f.a.-b.a.-f.o.-',0.96,False
Q584301,bassiste,activiste,b.a.-k.a.-f.o.-',0.33,True
Q15981151,musicien ou musicienne de jazz,musicien,f.a.-b.a.-f.o.-',0.96,False
Q118865,clarinettiste,activiste,b.a.-k.a.-f.o.-',0.33,True
Q15981151,musicien ou musicienne de jazz,musicien,f.a.-b.a.-f.o.-',0.96,False
Q12800682,saxophoniste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q36834,compositeur ou compositrice,comptable,b.a.-t.a.-f.o.-',0.45,False
Q48375857,journaliste de jeu vidéo,journaliste,n.a.-b.a.-f.o.-',0.95,False
Q6430706,critique,relation publique,l.a.-b.a.-f.o.-',0.33,True
Q2462658,manager,manager,l.a.-s.a.-f.o.-',1.0,False
Q462390,maître ou maîtresse de conférences,agent de,d.a.-l.a.-f.o.-',0.18,True
Q15296811,dessinateur ou dessinatrice,médiateur,m.a.-s.a.-f.o.-',0.2,True
Q2419397,thérapeute,auteur,b.a.-b.a.-f.o.-',0.2,True
Q578109,producteur ou productrice de télévision,producteur,d.a.-b.a.-f.o.-',0.9,False
Q5131856,clerk,client,n.a.-d.a.-f.o.-',0.27,True
Q216541,chauffeur de maître,agent de,d.a.-l.a.-f.o.-',0.3,True
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q1643743,höherer Dienst,mere,f.a.-m.a.-f.o.-',0.17,True
Q100773131,économie d’une région,écologiste,l.a.-f.a.-f.o.-',0.2,True
Q331432,pêcheur ou pêcheuse,ouvrier,m.a.-l.a.-f.o.-',0.2,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q131524,entrepreneur ou entrepreneuse,entrepreneur,l.a.-d.a.-f.o.-',0.98,False
Q6606110,industriel,ouvrier,m.a.-l.a.-f.o.-',0.14,True
Q439103,archevêque émérite,archiviste,t.a.-l.a.-f.o.-',0.4,False
Q329439,graveur ou graveuse sur métal,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.2,True
Q2462658,manager,manager,l.a.-s.a.-f.o.-',1.0,False
Q36180,écrivain ou écrivaine,écologiste,l.a.-f.a.-f.o.-',0.11,True
Q3075052,folkloriste,secouriste,f.a.-l.a.-f.o.-',0.49,False
Q65720209,hobbyist,activiste,b.a.-k.a.-f.o.-',0.17,True
Q19261760,profession agricole,bénévole,m.a.-n.a.-f.o.-',0.2,True
Q131512,agriculteur ou agricultrice,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.27,True
Q1622272,professeur ou professeure d'université,investisseur,t.a.-d.a.-f.o.-',0.36,True
Q5428874,personnel académique,relation publique,l.a.-b.a.-f.o.-',0.31,True
Q777952,instructeur,inspecteur,d.a.-k.a.-f.o.-',0.45,False
Q3621491,archéologue,psychologue,s.a.-f.a.-f.o.-',0.5,False
Q1731155,orientaliste,journaliste,n.a.-b.a.-f.o.-',0.52,False
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q30185,maire,notaire,m.a.-t.a.-f.o.-',0.43,False
Q215627,personne,fonctionnaire,t.a.-k.a.-f.o.-',0.18,True
Q19829125,absence,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q2462658,manager,manager,l.a.-s.a.-f.o.-',1.0,False
Q202648,arbitre sportif ou arbitre sportive,transporteur,b.a.-l.a.-f.o.-',0.35,True
Q41583,entraîneur sportif,entrepreneur,l.a.-d.a.-f.o.-',0.4,False
Q83460,général,bénévole,m.a.-n.a.-f.o.-',0.15,True
Q599151,haut fonctionnaire ou haute fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',0.97,False
Q294414,fonction publique,relation publique,l.a.-b.a.-f.o.-',0.63,False
Q15980158,auteur ou autrice de non-fiction,auteur,b.a.-b.a.-f.o.-',0.72,False
Q12964993,ingénieur des transports,transporteur,b.a.-l.a.-f.o.-',0.84,False
Q13582652,ingénieur civil,inventeur,d.a.-d.a.-f.o.-',0.16,True
Q4830453,firme,infirmier / soignant,b.a.-f.a.-f.o.-',0.27,True
Q11327083,hands-on learning,lecteur,b.a.-s.a.-f.o.-',0.21,True
Q39631,médecin,médecin,n.a.-f.a.-f.o.-',1.0,False
Q55379489,médecin de premier recours,médecin,n.a.-f.a.-f.o.-',0.69,False
Q55645123,prestataire de soins,notaire,m.a.-t.a.-f.o.-',0.36,True
Q5276395,gamer,mere,f.a.-m.a.-f.o.-',0.29,True
Q7621877,stratège,traducteur,t.a.-s.a.-f.o.-',0.2,True
Q7188,gouvernement,mentor,s.a.-d.a.-f.o.-',0.31,True
Q43229,organisation,relation publique,l.a.-b.a.-f.o.-',0.46,False
Q140686,président ou présidente,précurseur,s.a.-n.a.-f.o.-',0.24,True
Q108289635,secretaries (general),secrétaire,k.a.-t.a.-f.o.-',0.4,False
Q57735705,personnalité liée au droit,journaliste,n.a.-b.a.-f.o.-',0.19,True
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q19693316,intervenant d'urgence,enseignant,d.a.-f.a.-f.o.-',0.28,True
Q1391316,specialised journalism,journaliste,n.a.-b.a.-f.o.-',0.73,False
Q1262864,special interest journalism,journaliste,n.a.-b.a.-f.o.-',0.65,False
Q451553,visualisation,relation publique,l.a.-b.a.-f.o.-',0.38,True
Q15995642,chef religieux,relation publique,l.a.-b.a.-f.o.-',0.24,True
Q108614246,zoologiste des invertébrés,écologiste,l.a.-f.a.-f.o.-',0.67,False
Q2516866,éditeur ou éditrice,éditeur,t.a.-b.a.-f.o.-',0.93,False
Q1607826,éditeur ou éditrice,éditeur,t.a.-b.a.-f.o.-',0.93,False
Q27214348,inspecteur,inspecteur,d.a.-k.a.-f.o.-',1.0,False
Q4991371,soldat,avocat,n.a.-t.a.-f.o.-',0.16,True
Q2518689,guérisseur,investisseur,t.a.-d.a.-f.o.-',0.51,False
Q39631,médecin,médecin,n.a.-f.a.-f.o.-',1.0,False
Q382617,maire,notaire,m.a.-t.a.-f.o.-',0.43,False
Q26481809,dirigeant sportif,transporteur,b.a.-l.a.-f.o.-',0.36,True
Q15995642,chef religieux,relation publique,l.a.-b.a.-f.o.-',0.24,True
Q154549,charpentier,ouvrier,m.a.-l.a.-f.o.-',0.21,True
Q1414937,combattant,consultant,f.a.-s.a.-f.o.-',0.39,True
Q117804716,paramilitary,familier,m.a.-m.a.-f.o.-',0.41,False
Q1454940,soldat volontaire,notaire,m.a.-t.a.-f.o.-',0.44,False
Q1622272,professeur ou professeure d'université,investisseur,t.a.-d.a.-f.o.-',0.36,True
Q81752537,professorat,procureur,b.a.-n.a.-f.o.-',0.3,True
Q512345,avocat ou avocate en droit criminel,avocat,n.a.-t.a.-f.o.-',0.93,False
Q112684029,Services juridiques de l'État,juré,k.a.-n.a.-f.o.-',0.25,True
Q600751,procureur ou procureure,procureur,b.a.-n.a.-f.o.-',0.98,False
Q1800680,amateur actor,acteur,s.a.-b.a.-f.o.-',0.35,True
Q39631,médecin,médecin,n.a.-f.a.-f.o.-',1.0,False
Q48357783,data manager,manager,l.a.-s.a.-f.o.-',0.97,False
Q15113603,conseiller municipal,consultant,f.a.-s.a.-f.o.-',0.28,True
Q733786,moine ou moniale,témoin,d.a.-n.a.-f.o.-',0.32,True
Q779458,ascète,assureur,f.a.-t.a.-f.o.-',0.2,True
Q15113603,conseiller municipal,consultant,f.a.-s.a.-f.o.-',0.28,True
Q32391314,extraordinary professor,procureur,b.a.-n.a.-f.o.-',0.27,True
Q73536659,professeur,investisseur,t.a.-d.a.-f.o.-',0.39,True
Q16271064,herpétologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q1662561,paléontologue,psychologue,s.a.-f.a.-f.o.-',0.57,False
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q105652947,soul musician,musicien,f.a.-b.a.-f.o.-',0.74,False
Q2159907,criminel ou criminelle,ouvrier,m.a.-l.a.-f.o.-',0.13,True
Q901222,tuteur ou tutrice,auteur,b.a.-b.a.-f.o.-',0.59,False
Q974144,éducateur ou éducatrice,éditeur,t.a.-b.a.-f.o.-',0.24,True
Q50259293,patineur inline,entrepreneur,l.a.-d.a.-f.o.-',0.27,True
Q18536342,joueur professionnel ou joueuse professionnelle,joueur,m.a.-b.a.-f.o.-',0.75,False
Q1914636,activité,activiste,b.a.-k.a.-f.o.-',0.74,False
Q386724,œuvre,ouvrier,m.a.-l.a.-f.o.-',0.21,True
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q121144378,Landessuperintendent,vendeur,k.a.-d.a.-f.o.-',0.28,True
Q33999,acteur ou actrice,acteur,s.a.-b.a.-f.o.-',0.91,False
Q715301,auteur ou autrice de bande dessinée,auteur,b.a.-b.a.-f.o.-',0.72,False
Q40348,avocat ou avocate,avocat,n.a.-t.a.-f.o.-',0.95,False
Q192350,ministère,père,n.a.-m.a.-f.o.-',0.47,False
Q2066131,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q18536342,joueur professionnel ou joueuse professionnelle,joueur,m.a.-b.a.-f.o.-',0.75,False
Q10272926,ingénieur en informatique,informaticien,s.a.-t.a.-f.o.-',0.69,False
Q48352,chef d'État,avocat,n.a.-t.a.-f.o.-',0.15,True
Q116,monarque,relation publique,l.a.-b.a.-f.o.-',0.27,True
Q15995642,chef religieux,relation publique,l.a.-b.a.-f.o.-',0.24,True
Q327055,travailleur ou travailleuse,travailleur social,f.a.-n.a.-f.o.-',0.8,False
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
Q5716684,danseur ou danseuse,précurseur,s.a.-n.a.-f.o.-',0.19,True
Q2341443,fabricant d'instruments,mentor,s.a.-d.a.-f.o.-',0.28,True
Q2341443,fabricant d'instruments,mentor,s.a.-d.a.-f.o.-',0.28,True
Q2341443,fabricant d'instruments,mentor,s.a.-d.a.-f.o.-',0.28,True
Q2341443,fabricant d'instruments,mentor,s.a.-d.a.-f.o.-',0.28,True
Q2341443,fabricant d'instruments,mentor,s.a.-d.a.-f.o.-',0.28,True
Q2341443,fabricant d'instruments,mentor,s.a.-d.a.-f.o.-',0.28,True
Q2341443,fabricant d'instruments,mentor,s.a.-d.a.-f.o.-',0.28,True
Q2341443,fabricant d'instruments,mentor,s.a.-d.a.-f.o.-',0.28,True
Q2341443,fabricant d'instruments,mentor,s.a.-d.a.-f.o.-',0.28,True
Q2341443,fabricant d'instruments,mentor,s.a.-d.a.-f.o.-',0.28,True
Q2341443,fabricant d'instruments,mentor,s.a.-d.a.-f.o.-',0.28,True
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q66060346,fabricant d'instruments d'optique,relation publique,l.a.-b.a.-f.o.-',0.26,True
Q131524,entrepreneur ou entrepreneuse,entrepreneur,l.a.-d.a.-f.o.-',0.98,False
Q43845,personnalité du monde des affaires,fonctionnaire,t.a.-k.a.-f.o.-',0.24,True
Q57306162,plucked necked box lute,auteur,b.a.-b.a.-f.o.-',0.26,True
Q113519195,"long, thin object",lecteur,b.a.-s.a.-f.o.-',0.18,True
Q215536,commerçant,comptable,b.a.-t.a.-f.o.-',0.25,True
Q7501153,commerçant,comptable,b.a.-t.a.-f.o.-',0.25,True
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q185351,juriste,secouriste,f.a.-l.a.-f.o.-',0.55,False
Q15980158,auteur ou autrice de non-fiction,auteur,b.a.-b.a.-f.o.-',0.72,False
Q36180,écrivain ou écrivaine,écologiste,l.a.-f.a.-f.o.-',0.11,True
Q211236,célébrité,guide spirituel,n.a.-n.a.-f.o.-',0.17,True
Q3621491,archéologue,psychologue,s.a.-f.a.-f.o.-',0.5,False
Q520549,géologue,psychologue,s.a.-f.a.-f.o.-',0.62,False
Q19509201,militant ou militante pour les droits LGBTI,consultant,f.a.-s.a.-f.o.-',0.22,True
Q186360,infirmière ou infirmier,infirmier / soignant,b.a.-f.a.-f.o.-',0.69,False
Q16532929,administrateur,médiateur,m.a.-s.a.-f.o.-',0.31,True
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q82594,informaticien ou informaticienne,informaticien,s.a.-t.a.-f.o.-',0.99,False
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q15981151,musicien ou musicienne de jazz,musicien,f.a.-b.a.-f.o.-',0.96,False
Q27214348,inspecteur,inspecteur,d.a.-k.a.-f.o.-',1.0,False
Q196939,témoin,témoin,d.a.-n.a.-f.o.-',1.0,False
Q381160,expert,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q765778,organiste,activiste,b.a.-k.a.-f.o.-',0.42,False
Q355493,musicien d'église,musicien,f.a.-b.a.-f.o.-',0.97,False
Q15981151,musicien ou musicienne de jazz,musicien,f.a.-b.a.-f.o.-',0.96,False
Q765778,organiste,activiste,b.a.-k.a.-f.o.-',0.42,False
Q4351403,percussionniste,activiste,b.a.-k.a.-f.o.-',0.31,True
Q8246794,blogueur ou blogueuse,psychologue,s.a.-f.a.-f.o.-',0.38,True
Q2045208,célébrité d'internet,inventeur,d.a.-d.a.-f.o.-',0.17,True
Q109459317,créateur ou créatrice de contenu,agent de,d.a.-l.a.-f.o.-',0.19,True
Q111263847,créateur ou créatrice numérique,relation publique,l.a.-b.a.-f.o.-',0.25,True
