Terme_Wikidata,ID_Wikidata,Match_1_IEML,Score_1,Match_2_IEML,Score_2,Match_3_IEML,Score_3
expert,Q381160,guerrier,0.0,traducteur,0.0,spectateur,0.0
activité,Q12737077,activiste,0.7447,acteur,0.2396,acteurs sociaux,0.1239
travail,Q192581,travailleur social,0.5949,traducteur,0.1327,transporteur,0.111
réalisateur ou réalisatrice,Q3455803,journaliste,0.2604,réformateur,0.2349,médiateur,0.1585
membre d'équipe de cinéma,Q17291399,agent de,0.2883,mere,0.169,citoyen,0.0902
endocrinologue,Q4531850,psychologue,0.5797,écologiste,0.1441,vendeur,0.0627
médecin nucléaire,Q2079079,médecin,0.9137,notaire,0.1965,secrétaire,0.1562
expert,Q381160,guerrier,0.0,traducteur,0.0,spectateur,0.0
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
conservateur ou conservatrice de musée,Q674426,consultant,0.3592,innovateur,0.2162,cultivateur / éleveur,0.1659
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
joueur professionnel ou joueuse professionnelle,Q18536342,joueur,0.75,procureur,0.1549,producteur,0.1546
géologie dynamique,Q3630257,écologiste,0.3238,relation publique,0.259,psychologue,0.1773
chanteur ou chanteuse,Q177220,inventeur,0.4251,acteur,0.1658,auteur,0.143
médecin,Q39631,médecin,1.0,médiateur,0.146,voisin,0.0457
maréchal de camp,Q7821620,agent de,0.2945,manager,0.0924,précurseur,0.0791
arbitre sportif ou arbitre sportive,Q202648,transporteur,0.3527,ancêtre,0.1699,archiviste,0.0635
cadres supérieurs de l’administration publique,Q108290289,relation publique,0.7068,publicitaire,0.2326,acteurs sociaux,0.1503
fonction,Q4164871,fonctionnaire,0.671,relation publique,0.197,fondateur,0.1348
sage-femme,Q185196,agent de,0.2483,manager,0.2208,guerrier,0.0
chanteur ou chanteuse,Q177220,inventeur,0.4251,acteur,0.1658,auteur,0.143
diacre catholique,Q25393460,relation publique,0.3591,psychologue,0.0883,avocat,0.0671
chirurgien ou chirurgienne,Q774306,musicien,0.1859,politicien,0.1657,technicien,0.1599
organisation,Q43229,relation publique,0.4603,fonctionnaire,0.154,informaticien,0.0538
personnalité juridique,Q3778211,juré,0.2314,relation publique,0.2092,syndiqué,0.1438
médecin spécialiste,Q3332438,médecin,0.754,journaliste,0.3311,activiste,0.1411
neurobiologiste,Q6337803,écologiste,0.7353,activiste,0.1886,archiviste,0.1712
directeur ou directrice,Q1162163,lecteur,0.4729,inspecteur,0.3673,acteur,0.2853
triumvir,Q64827934,traducteur,0.1952,transporteur,0.1633,travailleur social,0.1348
magistrat monétaire,Q1861571,secrétaire,0.4823,notaire,0.395,publicitaire,0.2897
ministre,Q83307,ancêtre,0.3254,père,0.0949,mere,0.0949
arbitrageur,Q629944,traducteur,0.1699,transporteur,0.1422,agent de,0.1278
médecine,Q11190,médecin,0.9174,médiateur,0.1592,guerrier,0.0
sciences cliniques,Q113129019,client,0.3558,relation publique,0.1654,musicien,0.1444
entreprise,Q6881511,entrepreneur,0.6666,secouriste,0.0528,ancêtre,0.0516
producteur,Q13235160,producteur,1.0,traducteur,0.4194,acteur,0.2505
libertarianisme,Q178598,étudiant,0.2274,guerrier,0.0,traducteur,0.0
vendeur ou vendeuse,Q685433,vendeur,0.9634,défendeur,0.4247,inventeur,0.0783
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
arbitre sportif ou arbitre sportive,Q202648,transporteur,0.3527,ancêtre,0.1699,archiviste,0.0635
responsable,Q1251441,comptable,0.4035,consultant,0.0672,transporteur,0.0644
citation,Q1713,relation publique,0.3531,citoyen,0.1815,publicitaire,0.1446
lecture,Q199657,lecteur,0.6376,assureur,0.0751,procureur,0.0716
syndicaliste,Q15627169,syndiqué,0.4595,journaliste,0.4249,activiste,0.181
représentant permanent,Q19356884,consultant,0.2508,client,0.2043,agent de,0.202
ambassadeur ou ambassadrice,Q121998,vendeur,0.2385,défendeur,0.1987,assureur,0.1776
ingénieur ou ingénieure,Q81096,inventeur,0.1874,inspecteur,0.1802,innovateur,0.1759
chimiste,Q593644,archiviste,0.4339,activiste,0.3698,secouriste,0.3339
engineering professionals (excluding electrotechnology),Q108289381,technicien,0.3014,lecteur,0.1941,procureur,0.1314
personnage de fiction,Q95074,fonctionnaire,0.3488,agent de,0.2349,relation publique,0.2068
officier de marine,Q10669499,officier,0.9057,policier,0.2973,agent de,0.1667
aviateur de la marine,Q108114975,médiateur,0.4368,agent de,0.2347,fondateur,0.2137
peintre,Q1028181,ancêtre,0.2667,entrepreneur,0.2507,mere,0.0778
sculpteur ou sculptrice,Q1281618,cultivateur / éleveur,0.2503,acteur,0.2065,auteur,0.178
perception,Q160402,relation publique,0.374,fonctionnaire,0.1896,guerrier,0.0
qualité de superhumain,Q29604895,agent de,0.3265,politicien,0.0915,journaliste,0.0821
psychic ability,Q106249934,psychologue,0.481,familier,0.0657,politicien,0.0623
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
percussion instrument maker,Q94297215,mentor,0.2081,inspecteur,0.1777,client,0.1584
défenseur,Q380075,défendeur,0.5504,précurseur,0.1649,enseignant,0.1584
juriste,Q185351,secouriste,0.5493,juré,0.2839,activiste,0.2205
religieux,Q4504549,relation publique,0.2441,époux,0.1249,acteurs sociaux,0.0792
sacristain,Q1365552,secouriste,0.2647,notaire,0.0948,voisin,0.0943
sciences de l'esprit,Q944537,agent de,0.3294,musicien,0.1688,politicien,0.1504
éducation,Q8434,relation publique,0.3977,fonctionnaire,0.133,éditeur,0.082
directeur ou directrice artistique,Q706364,lecteur,0.3657,inspecteur,0.284,acteur,0.2207
responsable d'effets spéciaux,Q21560152,acteurs sociaux,0.3756,comptable,0.2801,époux,0.0571
professeur ou professeure de musique,Q2675537,investisseur,0.2976,procureur,0.2124,musicien,0.2118
chanteur ou chanteuse,Q177220,inventeur,0.4251,acteur,0.1658,auteur,0.143
géologue,Q520549,psychologue,0.619,écologiste,0.1539,guerrier,0.0579
moine ou moniale,Q733786,témoin,0.3236,ouvrier,0.1036,bénévole,0.0758
guerrier,Q1250916,guerrier,1.0,ouvrier,0.2301,policier,0.0845
italianiste,Q61790670,journaliste,0.3375,activiste,0.3067,archiviste,0.2783
écrivain ou écrivaine,Q36180,écologiste,0.1108,travailleur social,0.0853,cultivateur / éleveur,0.0847
éditeur ou éditrice,Q1607826,éditeur,0.9304,médiateur,0.1344,acteur,0.0931
créateur ou créatrice,Q2500638,médiateur,0.2514,fondateur,0.249,spectateur,0.2344
militant ou militante politique,Q11499147,politicien,0.3756,consultant,0.1885,familier,0.1841
militant social,Q8359428,travailleur social,0.4401,acteurs sociaux,0.2838,consultant,0.1884
vocaliste,Q2643890,journaliste,0.4978,activiste,0.2121,avocat,0.2115
organisation à but non lucratif,Q163740,relation publique,0.421,fonctionnaire,0.1154,informaticien,0.0807
biologiste,Q864503,écologiste,0.7881,activiste,0.2022,archiviste,0.1834
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
écrivain ou écrivaine,Q36180,écologiste,0.1108,travailleur social,0.0853,cultivateur / éleveur,0.0847
animal attendant,Q93937321,aidant,0.4011,enfant,0.1353,étudiant,0.1119
croyant ou croyante,Q17573152,enfant,0.2356,aidant,0.2332,étudiant,0.1948
mystique,Q12328016,relation publique,0.3499,investisseur,0.0721,syndiqué,0.0709
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
graveur ou graveuse sur métal,Q329439,cultivateur / éleveur,0.1955,travailleur social,0.1337,assureur,0.0952
cheminot,Q7063944,notaire,0.2618,traducteur,0.0,spectateur,0.0
witch doctor,Q930402,mentor,0.456,guerrier,0.0,juré,0.0
discipline de cirque,Q4990963,agent de,0.2615,relation publique,0.1535,diplomate,0.1432
bibliothécaire,Q182436,notaire,0.4332,publicitaire,0.3957,secrétaire,0.3443
danseur ou danseuse,Q5716684,précurseur,0.1886,investisseur,0.1699,aidant,0.1262
éducateur ou éducatrice,Q974144,éditeur,0.2431,traducteur,0.1835,producteur,0.1817
chorégraphe,Q2490358,cartographe,0.6007,philosophe,0.1381,psychologue,0.0523
directeur ou directrice,Q1162163,lecteur,0.4729,inspecteur,0.3673,acteur,0.2853
sertanista,Q10370560,secouriste,0.1882,consultant,0.1283,secrétaire,0.1117
marchand d'esclave,Q17769800,archiviste,0.3099,manager,0.1208,guerrier,0.0
musicien ou musicienne,Q639669,musicien,0.9799,politicien,0.2255,technicien,0.2176
chef ou cheffe d'orchestre,Q158852,ancêtre,0.2402,ouvrier,0.1087,archiviste,0.0897
directeur musical ou directrice musicale,Q1198887,musicien,0.5998,lecteur,0.2521,inspecteur,0.1958
col blanc,Q255274,ancêtre,0.1428,écologiste,0.1218,comptable,0.102
employé de bureau,Q31179608,agent de,0.3563,diplomate,0.0976,assureur,0.0922
gestion d'entreprise,Q2043282,entrepreneur,0.4579,relation publique,0.1918,investisseur,0.1221
personnalité du monde des affaires,Q43845,fonctionnaire,0.2398,journaliste,0.1648,agent de,0.1413
commerçant,Q215536,comptable,0.2522,consultant,0.2022,enfant,0.1789
employé de banque,Q806717,banquier,0.5153,agent de,0.1945,relation publique,0.1142
"tellers, money collectors and related clerks",Q108289637,relation publique,0.2883,lecteur,0.1648,législateur,0.0969
col blanc,Q255274,ancêtre,0.1428,écologiste,0.1218,comptable,0.102
clergé bouddhiste,Q70901436,activiste,0.3698,archiviste,0.3355,secouriste,0.3339
nígū,Q97352502,guerrier,0.0,traducteur,0.0,spectateur,0.0
serveur,Q157195,cultivateur / éleveur,0.312,acteur,0.1009,auteur,0.0869
waiters and bartenders,Q108289643,partenaire,0.2997,vendeur,0.1723,défendeur,0.1435
philosophe,Q4964182,philosophe,1.0,cartographe,0.0902,pharmacien,0.0333
être humain,Q5,ancêtre,0.519,témoin,0.0773,voisin,0.0773
Pair,Q7160407,partenaire,0.2595,notaire,0.1223,secrétaire,0.0972
hereditary office,Q83230308,officier,0.6209,mere,0.1002,éditeur,0.0792
avocat ou avocate,Q40348,avocat,0.9493,diplomate,0.0554,ouvrier,0.0341
convention,Q367293,inventeur,0.3399,relation publique,0.238,consultant,0.1536
linguistique,Q8162,relation publique,0.3145,investisseur,0.0648,syndiqué,0.0637
travail en atelier,Q53178539,travailleur social,0.4983,familier,0.2177,traducteur,0.1111
specialist degree,Q2376292,spectateur,0.3034,journaliste,0.2727,inspecteur,0.1447
agence publique,Q327333,relation publique,0.6114,agent de,0.3168,publicitaire,0.2887
fonctionnaire,Q212238,fonctionnaire,1.0,partenaire,0.2162,notaire,0.1584
col bleu,Q1191714,comptable,0.1927,écologiste,0.1048,consultant,0.0852
building construction labourers,Q108290768,consultant,0.278,fonctionnaire,0.2261,relation publique,0.2093
artisan,Q1294787,archiviste,0.1227,investisseur,0.1106,partenaire,0.1022
travailleur de la construction,Q811122,travailleur social,0.6331,consultant,0.1745,fonctionnaire,0.1419
travailleur de la construction,Q811122,travailleur social,0.6331,consultant,0.1745,fonctionnaire,0.1419
manager,Q2462658,manager,1.0,agent de,0.0548,amant/e,0.0485
jardinier,Q758780,ouvrier,0.3027,policier,0.3016,officier,0.2891
horticulteur,Q3140857,cultivateur / éleveur,0.2649,adulte,0.2571,acteur,0.1853
mélange,Q169336,médiateur,0.221,médecin,0.2202,guerrier,0.0
matériau,Q214609,manager,0.1463,acteurs sociaux,0.1123,réformateur,0.0938
soldat,Q4991371,avocat,0.1563,fondateur,0.145,acteurs sociaux,0.0818
firme,Q4830453,infirmier / soignant,0.273,guerrier,0.0,législateur,0.0
personnalité politique,Q82955,politicien,0.5083,policier,0.2419,relation publique,0.1787
conseiller ou conseillère,Q2994387,consultant,0.3471,enseignant,0.1833,père,0.1189
consultant ou consultante,Q15978655,consultant,0.9775,enfant,0.056,aidant,0.0554
forgeron ou forgeronne,Q838566,manager,0.1306,fonctionnaire,0.1281,fondateur,0.1082
sociologue,Q2306091,psychologue,0.5177,acteurs sociaux,0.2227,travailleur social,0.1896
prostitué ou prostituée,Q14915751,procureur,0.2461,producteur,0.2455,investisseur,0.0842
femme,Q467,guerrier,0.0,traducteur,0.0,spectateur,0.0
activité,Q1914636,activiste,0.7447,acteur,0.2396,acteurs sociaux,0.1239
fonctionnaire,Q212238,fonctionnaire,1.0,partenaire,0.2162,notaire,0.1584
musicien ou musicienne,Q639669,musicien,0.9799,politicien,0.2255,technicien,0.2176
lettres,Q80083,lecteur,0.2178,ancêtre,0.1483,entrepreneur,0.1131
sciences sociales,Q34749,travailleur social,0.4712,acteurs sociaux,0.3923,musicien,0.1142
géographe,Q901402,cartographe,0.7031,philosophe,0.1283,guerrier,0.0
cadre d'entreprise,Q4359236,entrepreneur,0.5621,ancêtre,0.0839,secouriste,0.0552
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
gardien de troupeau,Q12059906,agent de,0.3366,musicien,0.1768,politicien,0.1576
violoniste,Q1259917,écologiste,0.4228,activiste,0.3769,archiviste,0.3419
musicien ou musicienne de musique classique,Q81729632,musicien,0.843,relation publique,0.164,politicien,0.1636
musicien ou musicienne,Q639669,musicien,0.9799,politicien,0.2255,technicien,0.2176
tromboniste,Q544972,activiste,0.3818,archiviste,0.3464,secouriste,0.3447
musicien ou musicienne de musique classique,Q81729632,musicien,0.843,relation publique,0.164,politicien,0.1636
personne de couleur,Q2072081,agent de,0.253,travailleur social,0.1864,acteur,0.0697
professeur ou professeure d'université,Q1622272,investisseur,0.3578,procureur,0.2553,précurseur,0.2326
professeur ou professeure de musique,Q2675537,investisseur,0.2976,procureur,0.2124,musicien,0.2118
professeur ou professeure de musique,Q16145150,investisseur,0.2976,procureur,0.2124,musicien,0.2118
historien ou historienne,Q201788,ouvrier,0.1787,musicien,0.1431,mentor,0.1408
expert médiatique,Q6386271,médiateur,0.6427,relation publique,0.2466,médecin,0.1436
dramaturge,Q214917,amant/e,0.1827,réformateur,0.1179,diplomate,0.1168
action humaine,Q451967,activiste,0.323,fonctionnaire,0.2678,relation publique,0.248
mannequin de charme,Q3286043,agent de,0.2388,manager,0.2124,pharmacien,0.1902
agriculteur ou agricultrice,Q131512,cultivateur / éleveur,0.2678,adulte,0.2096,agent de,0.1234
alpiniste,Q9149093,activiste,0.3698,archiviste,0.3355,secouriste,0.3339
guide,Q14290559,guide spirituel,0.5733,agent de,0.0664,guerrier,0.0567
travailleur manuel,Q33394058,travailleur social,0.7406,manager,0.12,traducteur,0.1112
entrepreneur ou entrepreneuse,Q131524,entrepreneur,0.9808,inventeur,0.0404,ancêtre,0.0385
professionnel de la vue,Q5422651,agent de,0.2447,procureur,0.1731,producteur,0.1727
orthoprothésiste,Q2031939,activiste,0.3391,archiviste,0.3076,secouriste,0.3062
écrivain ou écrivaine,Q36180,écologiste,0.1108,travailleur social,0.0853,cultivateur / éleveur,0.0847
classe,Q16889133,client,0.1585,assureur,0.1376,investisseur,0.1075
art,Q735,archiviste,0.1525,partenaire,0.127,cartographe,0.1139
auteur ou autrice,Q482980,auteur,0.9201,acteur,0.116,lecteur,0.0955
écrivain ou écrivaine,Q36180,écologiste,0.1108,travailleur social,0.0853,cultivateur / éleveur,0.0847
créateur ou créatrice numérique,Q111263847,relation publique,0.2451,médiateur,0.1919,fondateur,0.1901
posteur ou posteuse,Q111651501,acteur,0.2141,auteur,0.1846,lecteur,0.1762
œuvre d’art,Q838948,partenaire,0.1765,ouvrier,0.165,père,0.1064
récit,Q1318295,réformateur,0.1264,précurseur,0.1228,citoyen,0.1196
littérature,Q8242,politicien,0.1424,assureur,0.1313,procureur,0.1251
professionnel de l'informatique,Q5157565,informaticien,0.5363,réformateur,0.2806,relation publique,0.2111
analyste,Q942569,journaliste,0.2376,activiste,0.1736,archiviste,0.1575
œuvre littéraire,Q7725634,notaire,0.3888,secrétaire,0.3091,partenaire,0.3059
récit,Q3328821,réformateur,0.1264,précurseur,0.1228,citoyen,0.1196
véhicule utilitaire,Q580939,publicitaire,0.4681,notaire,0.4154,secrétaire,0.3301
véhicule,Q42889,bénévole,0.1351,comptable,0.1268,cultivateur / éleveur,0.1158
humanitarian activity,Q107280686,activiste,0.662,acteur,0.213,acteurs sociaux,0.1102
member of the parliament of Sweden,Q110516696,mentor,0.2448,partenaire,0.1677,officier,0.1599
personne du monde du divertissement,Q138858,investisseur,0.2929,agent de,0.1939,mentor,0.1786
écologiste,Q3578589,écologiste,1.0,activiste,0.1594,archiviste,0.1446
militant ou militante,Q15253558,consultant,0.2383,familier,0.2326,enfant,0.0938
environmental defender,Q101067779,défendeur,0.3655,mentor,0.2029,vendeur,0.1998
vocational driver,Q19398863,avocat,0.4026,relation publique,0.2213,fonctionnaire,0.1156
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
éducateur ou éducatrice,Q974144,éditeur,0.2431,traducteur,0.1835,producteur,0.1817
teaching professionals,Q108284914,procureur,0.2182,producteur,0.2176,technicien,0.0834
soldat,Q4991371,avocat,0.1563,fondateur,0.145,acteurs sociaux,0.0818
militaire,Q47064,publicitaire,0.465,notaire,0.4127,secrétaire,0.328
général,Q83460,bénévole,0.1549,travailleur social,0.1117,guerrier,0.0
soldat romain,Q67528681,avocat,0.1223,fondateur,0.1135,diplomate,0.0999
professionnel ou professionnelle,Q702269,procureur,0.2189,producteur,0.2184,fonctionnaire,0.2022
religieux,Q4504549,relation publique,0.2441,époux,0.1249,acteurs sociaux,0.0792
moine ou moniale,Q733786,témoin,0.3236,ouvrier,0.1036,bénévole,0.0758
supérieur,Q1776501,acteur,0.1776,ouvrier,0.175,guerrier,0.162
ordinaire,Q1638918,partenaire,0.5009,fonctionnaire,0.4316,notaire,0.367
religieuse,Q191808,relation publique,0.276,guerrier,0.0,législateur,0.0
professionnel des médias,Q15980804,médiateur,0.5037,médecin,0.1538,procureur,0.1387
patron,Q1240788,partenaire,0.1456,relation publique,0.1127,guerrier,0.0
professionnel des médias,Q15980804,médiateur,0.5037,médecin,0.1538,procureur,0.1387
prêtre,Q42603,ancêtre,0.519,procureur,0.0673,producteur,0.0672
ministre du culte,Q1423891,adulte,0.3833,cultivateur / éleveur,0.2485,ancêtre,0.1529
médecin spécialiste,Q3332438,médecin,0.754,journaliste,0.3311,activiste,0.1411
manager,Q2462658,manager,1.0,agent de,0.0548,amant/e,0.0485
protection,Q2251595,fonctionnaire,0.2684,relation publique,0.2485,procureur,0.1543
effets spéciaux,Q381243,acteurs sociaux,0.5217,époux,0.0793,spectateur,0.0611
domaine d'activité,Q627436,activiste,0.6172,acteur,0.0859,diplomate,0.0694
mécanique classique,Q11397,relation publique,0.3578,syndiqué,0.0725,psychologue,0.0613
cadres supérieurs de l’administration publique,Q108290289,relation publique,0.7068,publicitaire,0.2326,acteurs sociaux,0.1503
fonction,Q4164871,fonctionnaire,0.671,relation publique,0.197,fondateur,0.1348
artisan,Q1294787,archiviste,0.1227,investisseur,0.1106,partenaire,0.1022
carrossier,Q1734300,cartographe,0.2621,ouvrier,0.1733,policier,0.1727
chercheur ou chercheuse en sciences sociales,Q15319501,travailleur social,0.3971,acteurs sociaux,0.321,musicien,0.1212
pédagogue,Q1231865,psychologue,0.4409,guerrier,0.0813,relation publique,0.0559
domestique,Q54128,relation publique,0.3069,investisseur,0.1898,syndiqué,0.0622
domestique,Q54128,relation publique,0.3069,investisseur,0.1898,syndiqué,0.0622
archéologue,Q3621491,psychologue,0.4993,archiviste,0.2991,écologiste,0.1241
biologiste,Q864503,écologiste,0.7881,activiste,0.2022,archiviste,0.1834
